# code,name,lat,lon,class,alt,country code 
, HEREFORD MUNI, 34.858, -102.326, Large, 5387, US/TX
, HERENDEEN BAY, 55.801, -160.899, Small, 1090, US/AK
, HERINGTON RGNL, 38.695, -96.808, Small, 4184, US/KS
, HERITAGE, 35.776, -115.631, Small, 3300, US/NV
, HERITAGE ACRES, 45.575, -88.708, Small, 3000, US/WI
, HERITAGE AIRFIELD, 29.444, -98.113, Small, 3100, US/TX
, HERITAGE CREEK AIRSTRIP, 33.169, -97.484, Small, 3000, US/TX
, HERITAGE RANCH, 29.654, -95.829, Small, 2000, US/TX
, HERLONG, 30.278, -81.806, Large, 4000, US/FL
, HERLONG, 40.139, -120.179, Small, 3260, US/CA
, HERMAN MUNI, 45.83, -96.161, Small, 2997, US/MN
, HERMANN MUNI, 38.705, -91.491, Small, 3198, US/MO
, HERMISTON MUNI, 45.828, -119.259, Large, 4500, US/OR
, HERMITAGE, 37.88, -120.194, Small, 2700, US/CA
, HERMITAGE, 41.201, -80.422, Small, 2110, US/PA
, HERMON FARM, 38.853, -94.91, Small, 1300, US/KS
, HERNANDO CO, 28.474, -82.455, Large, 7001, US/FL
, HERNANDO VILLAGE AIRPARK  INC, 34.798, -90.037, Small, 3340, US/MS
, HEROLD, 38.335, -80.653, Small, 1450, US/WV
, HERR BROTHERS, 40.556, -75.072, Small, 1900, US/NJ
, HERR MOUNTAIN, 40.592, -74.841, Small, 2800, US/NJ
, HERREID MUNI, 45.854, -100.075, Small, 2230, US/SD
, HERREN, 40.088, -90.885, Small, 1500, US/IL
, HERRICK, 39.279, -104.343, Small, 2000, US/CO
, HERRINGTON FIELD, 39.468, -79.425, Small, 2400, US/MD
, HERRON, 40.533, -80.54, Small, 2030, US/WV
, HERSCHEL HUNTER, 38.222, -89.704, Small, 1800, US/IL
, HESLER NOBLE FLD, 31.673, -89.172, Small, 5512, US/MS
, HESPERIA, 34.377, -117.316, Small, 3610, US/CA
, HESS, 32.556, -97.206, Small, 1900, US/TX
, HESS, 61.621, -149.615, Small, 1300, US/AK
, HESS STRIP, 35.267, -90.983, Small, 2600, US/AR
, HESS-MCKEOWN, 39.308, -92.454, Small, 1800, US/MO
, HESTER, 40.467, -95.021, Small, 2600, US/MO
, HESTER MEMORIAL, 34.09, -82.568, Small, 3917, US/SC
, HETTINGER MUNI, 46.015, -102.656, Small, 4652, US/ND
, HEXTON FARMS, 39.375, -75.907, Small, 3800, US/MD
, HEXUM FLIGHT PARK, 45.189, -92.548, Ultralight, 702, US/WI
, HEYDE, 48.074, -97.186, Small, 2500, US/ND
, HI 23 AIRSTRIP, 21.966, -159.427, Small, 2000, US/HI
, HI COUNTRY NO 2, 44.435, -118.662, Small, 2500, US/OR
, HI-ACRES, 28.479, -81.715, Small, 1800, US/FL
, HI-VU, 40.7, -75.55, Small, 1200, US/PA
, HI-WAY, 36.783, -95.95, Small, 4500, US/OK
, HIATT, 35.83, -80.108, Small, 2500, US/NC
, HIAWATHA, 41.915, -75.364, Small, 3100, US/PA
, HIAWATHA MUNI, 39.879, -95.525, Small, 3400, US/KS
, "HIBBARDS", 43.233, -78.787, Small, 1700, US/NY
, HIBBETTS, 40.637, -81.113, Small, 2815, US/OH
, HIBBS FARM, 40.51, -94.582, Small, 1860, US/MO
, HICKHAM FIELD, 30.463, -90.17, Small, 2000, US/LA
, HICKORY ACRES, 42.883, -74.691, Small, 2000, US/NY
, HICKORY HILL, 34.937, -76.945, Small, 2200, US/NC
, HICKORY HILLS, 35.167, -97.217, Small, 2600, US/OK
, HICKORY HILLS, 40.428, -85.373, Small, 1100, US/IN
, HICKORY HOLLOW, 43.25, -75.314, Small, 1800, US/NY
, HICKORY TREE FARM, 38.953, -77.747, Small, 3200, US/VA
, HICKS, 32.931, -97.412, Small, 3549, US/TX
, HIDDEN ACRES FARM, 39.433, -75.397, Small, 2000, US/NJ
, HIDDEN HILLS, 38.621, -75.841, Small, 2500, US/MD
, HIDDEN LAKE, 28.283, -82.646, Small, 3400, US/FL
, HIDDEN LAKES, 44.225, -116.18, Small, 4300, US/ID
, HIDDEN QUARRY, 38.895, -83.114, Small, 1100, US/OH
, HIDDEN RIVER, 27.303, -82.273, Small, 2525, US/FL
, HIDDEN RIVER, 38.522, -78.524, Small, 1500, US/VA
, HIDDEN VALLEY, 33.064, -112.164, Small, 2000, US/AZ
, HIDDEN VALLEY, 37.832, -97.363, Small, 2648, US/KS
, HIDDEN VALLEY AIRPARK, 33.173, -97.051, Small, 2600, US/TX
, HIDE-A-WAY HILLS RESORT, 39.643, -82.467, Small, 2300, US/OH
, HIDEAWAY, 39.884, -76.119, Ultralight, 1140, US/PA
, HIGGINBOTHAM FIELD, 39.341, -87.531, Small, 2500, US/IN
, HIGGINS, 43.443, -89.178, Small, 2800, US/WI
, HIGGINS BROS, 42.317, -100.417, Small, 2500, US/NE
, HIGGINS LIPSCOMB CO, 36.106, -100.026, Small, 3969, US/TX
, HIGGINSVILLE INDUSTRIAL MUNI, 39.073, -93.677, Large, 4400, US/MO
, HIGH ACRES, 42.578, -78.52, Small, 2700, US/NY
, HIGH BANKS FARM LANDING AREA, 44.618, -73.911, Small, 3000, US/NY
, HIGH GROVE, 43.641, -92.022, Small, 1500, US/MN
, HIGH HOPES, 37.935, -75.61, Small, 1640, US/VA
, HIGH LONESOME, 34.622, -108.79, Small, 4000, US/NM
, HIGH MAN TOWER AIRSTRIP, 27.854, -97.682, Small, 2955, US/TX
, HIGH MEADOW FARMS, 40.896, -75.0, Small, 1850, US/NJ
, HIGH MEADOW RANCH, 37.521, -112.642, Small, 2300, US/UT
, HIGH MESA, 38.844, -103.99, Small, 4000, US/CO
, HIGH MESA AIRPARK, 32.762, -109.653, Small, 3300, US/AZ
, HIGH POINT, 37.85, -97.35, Small, 2400, US/KS
, HIGH RIDGE ASSOCIATION, 61.664, -149.254, Small, 1800, US/AK
, HIGH RIVER, 50.533, -113.833, Small, 3000, CA
, HIGH VALLEY, 39.667, -75.957, Small, 1800, US/MD
, HIGH VALLEY AIRPARK, 34.698, -84.013, Small, 2000, US/GA
, HIGH VALLEY SWANSON, 44.239, -116.143, Small, 2300, US/ID
, HIGH VIEW FARM, 39.235, -78.012, Small, 3000, US/VA
, HIGHCREST AIR PARK, 39.227, -94.951, Small, 2400, US/KS
, HIGHLAND, 61.292, -149.532, Small, 1400, US/AK
, HIGHLAND CO, 39.189, -83.539, Large, 3520, US/OH
, HIGHLAND FARM, 38.543, -95.156, Small, 2200, US/KS
, HIGHLAND VIEW FIELD, 44.318, -68.138, Small, 1300, US/ME
, HIGHLAND-WINET, 38.779, -89.64, Small, 2692, US/IL
, HIGHLANDER, 28.888, -80.866, Small, 1800, US/FL
, HIGHLINE FARM AIRSTRIP, 40.471, -104.813, STOL, 1400, US/CO
, HIGHMORE MUNI, 44.542, -99.446, Small, 3700, US/SD
, HIGHTOWER AREO PLANTATION, 34.97, -80.029, Small, 3000, US/NC
, HIGHVIEW FARMS, 37.263, -78.849, Small, 2200, US/VA
, HILAKOS, 37.932, -87.771, Small, 1400, US/IN
, HILBERT, 42.332, -88.606, Small, 1900, US/IL
, "HILBERTS FUNNY FARM", 42.211, -88.515, Small, 2000, US/IL
, HILDE-GRIFF FIELD, 30.722, -97.791, Small, 1500, US/TX
, HILDEBRANDT, 39.279, -102.475, Small, 4000, US/CO
, HILDRETH AIR PARK, 39.875, -87.845, Small, 2640, US/IL
, HILL, 46.841, -117.056, Small, 1680, US/WA
, HILL CITY MUNI, 39.379, -99.831, Large, 5000, US/KS
, HILL CITY-QUADNA MOUNTAIN, 46.956, -93.597, Small, 2850, US/MN
, HILL LANDING STRIP, 30.176, -82.607, Small, 1958, US/FL
, HILL TOP, 37.416, -77.954, Small, 2000, US/VA
, HILL TOP, 41.083, -74.339, Small, 2150, US/NJ
, HILL TOP PVT, 34.533, -98.35, Small, 4000, US/OK
, HILLAIR DIRT STRIP, 33.919, -113.19, Small, 1400, US/AZ
, HILLCREST, 32.967, -97.275, Small, 2000, US/TX
, HILLCREST, 39.506, -84.699, Small, 1000, US/OH
, HILLCREST, 45.845, -120.701, Small, 2730, US/WA
, HILLCREST FARMS, 46.949, -120.481, Small, 2800, US/WA
, HILLE-KIMP AIRSTRIP, 46.618, -118.595, Small, 2600, US/WA
, HILLENBRAND INDUSTRIES, 39.344, -85.258, Small, 4448, US/IN
, HILLIARD AIRPARK, 30.686, -81.906, Small, 3365, US/FL
, HILLIARD LANDING AREA, 33.017, -97.073, Small, 1900, US/TX
, "HILLIARDS PRIVATE", 26.833, -81.08, Small, 1500, US/FL
, HILLING INTL, 40.502, -77.939, Small, 1280, US/PA
, HILLMAN, 42.416, -89.453, Small, 1600, US/IL
, HILLMAN, 45.083, -83.94, Small, 3400, US/MI
, HILLSBORO MUNI, 32.083, -97.097, Small, 4000, US/TX
, HILLSBORO MUNI, 39.144, -89.457, Small, 4150, US/IL
, HILLSBORO MUNI, 47.359, -97.06, Small, 3300, US/ND
, HILLSDALE MUNI, 41.921, -84.586, Large, 4000, US/MI
, HILLSIDE, 38.821, -94.61, Small, 2000, US/KS
, HILLSIDE STABLES, 42.034, -90.184, Small, 850, US/IA
, HILLTOP, 36.116, -96.538, Small, 2300, US/OK
, HILLTOP, 36.193, -97.091, Small, 1600, US/OK
, HILLTOP, 38.563, -94.591, Small, 1200, US/MO
, HILLTOP, 40.086, -81.588, Small, 2090, US/OH
, HILLTOP, 41.258, -84.864, Small, 3400, US/IN
, HILLTOP, 42.664, -78.673, Small, 1800, US/NY
, HILLTOP, 43.322, -123.177, Small, 1040, US/OR
, HILLTOP, 44.517, -70.222, Small, 1200, US/ME
, HILLTOP, 61.418, -149.439, Small, 1400, US/AK
, HILLTOP LAKES, 31.081, -96.215, Small, 3000, US/TX
, HILLTOP RANCH, 29.659, -98.138, Small, 2500, US/TX
, HILLVIEW AIRSTRIP, 40.309, -83.615, Small, 2000, US/OH
, HILTNER, 41.155, -84.215, Small, 2600, US/OH
, HILTON HEAD, 32.224, -80.697, Small, 4027, US/SC
, HILTY FIELD, 40.941, -81.798, Small, 3000, US/OH
, HILVETY, 39.65, -88.975, Small, 2102, US/IL
, HINAMAN ACRES, 41.133, -77.2, Small, 2300, US/PA
, HINCKLEY, 41.771, -88.703, Small, 2640, US/IL
, HINDE, 41.404, -82.601, Small, 2500, US/OH
, HINDMAN, 37.062, -93.098, Small, 2300, US/MO
, HINES, 40.364, -91.975, Small, 1600, US/MO
, HINES FARM, 46.237, -94.593, Small, 2600, US/MN
, HINKLE, 48.786, -97.672, Small, 2100, US/ND
, HINSDALE, 48.388, -107.069, Small, 2200, US/MT
, HINSHAW (GREENACRES), 35.874, -79.528, Small, 1400, US/NC
, HINSON, 30.058, -96.359, Small, 1866, US/TX
, HINTON FIELD, 35.452, -78.16, Small, 2000, US/NC
, HINTON JASPER HINTON, 53.319, -117.753, Small, 4300, CA
, HINTON MUNI, 35.506, -98.342, Small, 4000, US/OK
, HINTON-ALDERSON, 37.68, -80.71, Small, 2700, US/WV
, HIRAM CURE, 42.77, -84.965, Small, 2314, US/MI
, HIROK, 32.173, -96.966, Small, 1500, US/TX
, HISERTS AIRPARK INC, 42.983, -74.517, Small, 2200, US/NY
, HISLE FIELD, 37.944, -83.998, Small, 2800, US/KY
, HITCH FEEDERS II INC., 37.674, -101.017, Small, 3500, US/KS
, HITE, 37.892, -110.384, Small, 2200, US/UT
, HITE PRIVATE, 45.287, -98.054, Small, 2100, US/SD
, HITEX PRIVATE, 33.842, -96.67, Small, 1200, US/TX
, HITZ, 40.875, -81.295, Small, 1620, US/OH
, HOBART MUNI, 34.991, -99.051, Small, 5507, US/OK
, HOBART SKY RANCH, 41.554, -87.263, Small, 2805, US/IN
, HOBBS, 33.417, -90.495, Small, 2400, US/MS
, HOBBY FLD, 43.931, -123.007, Large, 3101, US/OR
, HOBBY HIDEAWAY RLA, 40.347, -89.471, Small, 1320, US/IL
, HOBBY HILL, 28.976, -81.919, STOL, 1600, US/FL
, HOBLIT FARMS, 40.226, -89.243, Small, 2060, US/IL
, HOBY WOLF, 39.408, -76.928, Small, 2000, US/MD
, HOCHSTETLER, 41.707, -84.235, Small, 1800, US/OH
, HOCK, 40.317, -100.809, Small, 2600, US/NE
, HODGES, 39.527, -86.3, Small, 1700, US/IN
, HODGES AIRPARK, 31.984, -81.246, Small, 2640, US/GA
, HODGES FARM, 35.439, -76.449, Small, 2750, US/NC
, HOEHN RLA, 39.221, -89.333, Small, 1940, US/IL
, HOELTING, 39.112, -94.956, Small, 2200, US/KS
, HOERNER, 48.29, -114.183, Small, 1300, US/MT
, HOERNERS CORNERS, 42.865, -84.706, Small, 2190, US/MI
, HOFER PRIVATE, 44.867, -98.072, Small, 2528, US/SD
, HOFFMAN PVT, 33.143, -116.745, Small, 1400, US/CA
, "HOFFMANS BLACK MOUNTAIN AERODROME", 45.532, -84.308, Small, 2800, US/MI
, "HOFFMANS FARM", 37.27, -76.393, Small, 6000, US/VA
, HOFFPAUIR, 29.806, -95.753, Small, 2500, US/TX
, HOG RIVER, 66.216, -155.669, Small, 5500, US/AK
, HOGAN, 39.424, -84.659, Small, 2000, US/OH
, HOGAN, 42.781, -74.326, Small, 3000, US/NY
, HOGANS CORNER, 47.043, -124.146, Small, 3700, US/WA
, HOGE FARM, 40.47, -75.082, Small, 2200, US/PA
, HOGELAND, 48.859, -108.659, Small, 3140, US/MT
, HOGJOWL, 34.606, -85.462, Small, 2800, US/GA
, HOGUE, 35.639, -85.397, Small, 3000, US/TN
, HOGUE FARM, 37.378, -93.363, Small, 1320, US/MO
, HOHMAN, 34.983, -99.23, Small, 2600, US/OK
, HOILAND FIELD, 47.396, -95.368, Small, 2500, US/MN
, HOLBROOK MUNI, 34.941, -110.138, Small, 6698, US/AZ
, HOLDENVILLE MUNI, 35.086, -96.417, Small, 3250, US/OK
, HOLEMAN FIELD, 36.5, -79.119, Small, 1500, US/NC
, HOLENTHAWALL, 36.613, -86.81, Small, 2000, US/TN
, HOLIDAY, 44.57, -123.171, Small, 1470, US/OR
, HOLIDAY RANCH, 34.561, -117.081, Small, 2900, US/CA
, HOLIDAY SKY RANCH, 43.393, -123.285, Small, 2225, US/OR
, HOLLAND AIR PARK, 44.032, -91.3, Small, 2900, US/WI
, HOLLAND FIELD, 40.301, -89.124, Small, 3000, US/IL
, HOLLANDALE MUNI, 33.183, -90.831, Small, 3000, US/MS
, HOLLANDS INTL FIELD, 43.267, -78.768, Small, 2875, US/NY
, HOLLEY MOUNTAIN AIRPARK, 35.651, -92.404, Small, 4795, US/AR
, HOLLEY NOLF, 30.425, -86.894, Small, 3600, US/FL
, HOLLIN, 45.054, -122.907, Small, 1750, US/OR
, HOLLINGSWORTH, 38.336, -87.468, Small, 1600, US/IN
, HOLLIS MUNI, 34.708, -99.909, Small, 3000, US/OK
, HOLLISTER FIELD, 39.438, -83.708, Small, 3203, US/OH
, HOLLISTER MUNI, 36.893, -121.41, Small, 6350, US/CA
, HOLLOW TOP, 43.324, -113.591, Small, 2500, US/ID
, HOLLOWAY, 43.3, -72.718, Small, 1126, US/VT
, HOLLSTEIN RANCH, 46.858, -104.099, Small, 2600, US/MT
, HOLLY, 38.033, -102.117, Small, 4140, US/CO
, HOLLY FARM, 34.14, -84.378, Small, 1500, US/GA
, HOLLY GROVE MUNI, 34.582, -91.165, Small, 4469, US/AR
, HOLLY HILL, 33.301, -80.394, Small, 2900, US/SC
, HOLLY LAKE RANCH, 32.698, -95.208, Small, 2700, US/TX
, HOLLY POINT, 37.405, -76.388, Small, 2200, US/VA
, HOLLY RIDGE/TOPSAIL ISLAND, 34.491, -77.531, Small, 3600, US/NC
, HOLLY SPRINGS, 37.791, -77.825, Small, 2000, US/VA
, HOLLY SPRINGS FARM, 38.398, -77.186, Small, 2300, US/MD
, HOLLY SPRINGS MARSHALL CO, 34.804, -89.521, Large, 3201, US/MS
, HOLMES, 39.684, -89.599, Small, 2950, US/IL
, HOLMES CO, 40.537, -81.954, Large, 3498, US/OH
, HOLT AIRPARK, 32.361, -82.318, Small, 2600, US/GA
, HOLT FIELD, 40.899, -85.0, Small, 1700, US/IN
, HOLTSMANS, 38.729, -121.389, Small, 2500, US/CA
, HOLTVILLE, 32.84, -115.267, Small, 6000, US/CA
, HOLY CROSS, 62.188, -159.775, Small, 4000, US/AK
, HOLYOKE, 40.569, -102.273, Small, 5000, US/CO
, HOLYROOD MUNI, 38.588, -98.405, Small, 1650, US/KS
, "HOLZFASTERS", 40.999, -101.447, Small, 3100, US/NE
, HOMAN, 40.717, -77.983, Small, 1200, US/PA
, HOMAN FIELD, 38.663, -93.333, Small, 1000, US/MO
, HOME ACRES SKY RANCH, 44.32, -85.171, Small, 3830, US/MI
, HOME FREE, 41.803, -89.022, Small, 800, US/IL
, HOME-BASE, 45.239, -95.925, Small, 2640, US/MN
, HOMEDALE MUNI, 43.615, -116.921, Small, 2900, US/ID
, HOMEPORT, 47.524, -117.47, Small, 2400, US/WA
, HOMER MUNI, 32.789, -93.004, Small, 3199, US/LA
, HOMERVILLE, 31.056, -82.774, Large, 4000, US/GA
, HOMESTEAD, 41.076, -85.386, Small, 1950, US/IN
, HOMESTEAD FARMS, 36.692, -97.727, Small, 2870, US/OK
, HOMESTEAD GENERAL AVN, 25.499, -80.554, Large, 3999, US/FL
, HOMINY MUNI, 36.443, -96.387, Small, 3030, US/OK
, HONALD RANCH, 45.59, -121.214, Small, 1500, US/OR
, HONDAROSA, 32.687, -80.106, Small, 3000, US/SC
, HONDO MUNI, 29.36, -99.177, Large, 6059, US/TX
, HONEOYE FALLS, 42.947, -77.6, Small, 1685, US/NY
, HONEY ACRES, 42.078, -83.986, Small, 3800, US/MI
, HONEYBEE LAKE AERO PARK, 61.712, -150.063, Small, 2000, US/AK
, HONN FARM, 46.932, -117.976, Small, 2400, US/WA
, HONOKAA AIRSTRIP, 20.084, -155.502, Small, 1800, US/HI
, HOOD FIELD, 35.174, -77.484, Small, 2800, US/NC
, HOOD FIELD, 39.998, -86.577, Small, 2200, US/IN
, HOOK FIELD, 41.274, -84.805, Small, 2100, US/IN
, HOOK FLD MUNI, 39.531, -84.395, Large, 6100, US/OH
, HOOKER COUNTY, 42.05, -101.067, Small, 2525, US/NE
, HOOKER MUNI, 36.857, -101.227, Small, 3312, US/OK
, HOOLIE, 47.833, -106.484, Small, 2000, US/MT
, HOONAH, 58.096, -135.41, Small, 2997, US/AK
, HOOPA, 41.041, -123.668, Small, 2325, US/CA
, HOOPER SKYLARK FIELD, 30.727, -89.732, Small, 4100, US/MS
, HOOPES RANCH, 30.697, -97.56, Small, 1600, US/TX
, HOOTERVILLE, 40.143, -89.092, Small, 2300, US/IL
, HOP BROOK FARM, 40.351, -74.181, Small, 2200, US/NJ
, HOP HOUSE AIRPARK, 42.914, -74.612, Small, 2400, US/NY
, HOP-ALONG, 37.788, -79.768, Small, 2150, US/VA
, HOPE, 60.904, -149.624, Small, 2000, US/AK
, HOPE MUNI, 33.72, -93.659, Large, 5559, US/AR
, HOPEDALE INDUSTRIAL PARK, 42.106, -71.51, Large, 3172, US/MA
, HOPEWELL AIRPARK, 42.92, -77.243, Small, 1495, US/NY
, HOPKINS FLD, 38.239, -108.563, Small, 4600, US/CO
, HOPKINSVILLE CHRISTIAN CO, 36.857, -87.455, Large, 5502, US/KY
, HOPPE SKY RANCH, 44.032, -93.948, Small, 2200, US/MN
, HOPPER FIELD, 33.623, -88.286, Small, 1400, US/MS
, "HOPPYS", 40.087, -101.569, Small, 2600, US/NE
, HORACE WILLIAMS, 35.935, -79.066, Large, 4005, US/NC
, HORAK, 30.467, -87.542, Small, 2500, US/AL
, HORAN, 34.169, -101.635, Small, 2560, US/TX
, HORIZON, 29.284, -98.5, Small, 2360, US/TX
, HORIZON, 31.72, -106.237, Large, 6885, US/TX
, HORIZON FIELD, 40.367, -85.339, Small, 1950, US/IN
, HORIZONTINA, -27.638, -54.339, Small, 3445, BR
, HORN POINT, 38.59, -76.139, Small, 2650, US/MD
, HORN RANCH, 29.542, -100.617, Small, 2100, US/TX
, HORNADY RANCH, 33.478, -98.548, Small, 1870, US/TX
, HORNBACK, 37.621, -85.792, Small, 1200, US/KY
, HORNE, 40.1, -80.033, Small, 1300, US/PA
, HORNELL MUNI, 42.382, -77.682, Small, 5000, US/NY
, HORNER FARMS, 42.798, -88.133, Small, 2000, US/WI
, HORNER FIELD, 47.591, -111.272, Small, 4600, US/MT
, HORNERSVILLE MEMORIAL, 36.041, -90.151, Small, 2648, US/MO
, HORNING, 40.736, -82.753, Small, 2200, US/OH
, HORSE FEATHERS, 38.634, -77.757, Small, 2600, US/VA
, HORSE FLY, 48.893, -122.557, Small, 2200, US/WA
, HORSE SHOE A RANCH, 38.44, -120.887, Small, 3000, US/CA
, HORSEFEATHERS RANCH, 39.244, -89.426, Small, 2100, US/IL
, HORSESHOE ACRES AIRPARK, 27.093, -80.612, Small, 1800, US/FL
, HORSESHOE BAY AIRPARK, 30.527, -98.359, Small, 5977, US/TX
, HORSESHOE BEND, 32.573, -97.873, Small, 3000, US/TX
, HORSESHOE BEND, 36.221, -91.755, Small, 4524, US/AR
, HORSESHOE LAKE, 33.393, -97.205, Small, 2675, US/TX
, HORSESHOE LANDINGS, 40.108, -104.431, Small, 2500, US/CO
, HORSFELD, 62.007, -141.181, Small, 900, US/AK
, HORSLEY AIRSTRIP, 48.984, -97.465, Small, 2000, US/ND
, HORST, 40.383, -76.466, Small, 2000, US/PA
, HORTON MUNI, 39.679, -95.534, Small, 2223, US/KS
, HOSKINS FIELD, 46.993, -122.828, Small, 2015, US/WA
, HOSTETLER, 40.631, -77.85, Small, 1800, US/PA
, HOSUR, 12.661, 77.767, Small, 3985, IN
, HOT SPRINGS, 30.009, -104.665, Small, 2500, US/TX
, HOT SPRINGS, 47.612, -114.613, Small, 3550, US/MT
, HOT SPRINGS CO THERMOPOLIS MUNI, 43.658, -108.213, Small, 4800, US/WY
, HOT SPRINGS MUNI, 43.368, -103.388, Large, 4505, US/SD
, HOUGHT AIRSTRIP, 48.413, -103.836, Small, 2000, US/ND
, HOUGHTON LAKE STATE, 44.329, -84.792, Small, 2750, US/MI
, HOULTON INTL, 46.123, -67.792, Small, 5001, US/ME
, HOUMA TERREBONNE, 29.567, -90.66, Large, 6508, US/LA
, HOUND RUN, 29.522, -96.937, Small, 2480, US/TX
, HOUSE MOVERS FIELD, 33.851, -81.548, Small, 2600, US/SC
, HOUSEMAN, 37.54, -89.123, Small, 1600, US/IL
, HOUSTON, 54.433, -126.783, Small, 3900, CA
, HOUSTON AIRPARK, 29.52, -95.275, Small, 2500, US/TX
, HOUSTON CO, 31.307, -95.404, Small, 4000, US/TX
, HOUSTON CO, 43.596, -91.504, Small, 3499, US/MN
, HOUSTON COUNTY, 36.317, -87.917, Small, 3000, US/TN
, HOUSTON EXECUTIVE, 29.805, -95.898, Small, 6610, US/TX
, HOUSTON MEMORIAL, 37.33, -91.973, Small, 3500, US/MO
, HOUSTON MUNI, 33.892, -89.024, Small, 3800, US/MS
, HOUSTON SOUTHWEST, 29.506, -95.477, Small, 5003, US/TX
, HOVEN MUNI, 45.258, -99.798, Small, 3700, US/SD
, HOVERHAWK RANCH, 47.34, -120.316, Small, 1350, US/WA
, HOWARD, 40.409, -92.057, Small, 2050, US/MO
, HOWARD /PRIVATE/, 38.256, -120.932, Small, 1481, US/CA
, HOWARD CO, 33.997, -93.838, Small, 3660, US/AR
, HOWARD FIELD, 33.103, -97.464, Small, 2450, US/TX
, HOWARD FIELD, 42.906, -96.811, Small, 1906, US/SD
, HOWARD MUNI, 44.029, -97.538, Small, 2672, US/SD
, HOWARD NIXON MEMORIAL, 43.183, -84.133, Small, 2800, US/MI
, "HOWARDS", 44.977, -95.423, Small, 2500, US/MN
, HOWARDS, 64.731, -147.348, Small, 1800, US/AK
, HOWE, 43.496, -85.574, Small, 2500, US/MI
, HOWE, 43.839, -113.047, Small, 3800, US/ID
, HOWELL, 39.544, -88.758, Small, 1850, US/IL
, HOWELL, 47.178, -122.772, Small, 1105, US/WA
, HOWELL 1, 30.834, -91.167, Small, 2600, US/LA
, HOWELL VALLEY, 36.702, -91.803, Small, 2400, US/MO
, HOWENSTING, 41.259, -84.794, Small, 2600, US/OH
, HOXIE SHERIDAN CO, 39.365, -100.439, Small, 4400, US/KS
, HOY AIRSTRIP, 39.836, -104.422, Small, 2640, US/CO
, HOYT, 40.108, -100.809, Small, 4000, US/NE
, HUALAPAI, 35.572, -113.292, Small, 4790, US/AZ
, HUB FIELD, 31.43, -96.13, Small, 2500, US/TX
, HUBBARD, 31.313, -94.644, Small, 3000, US/TX
, HUBBARD, 38.683, -108.984, Small, 2600, US/CO
, HUBER, 46.169, -88.172, Small, 1625, US/MI
, HUBER AIRPARK CIVIC CLUB LLC, 29.602, -97.991, Small, 3415, US/TX
, HUBLER FIELD, 43.696, -116.638, Small, 2800, US/ID
, HUDGIN AIR, 35.474, -86.68, Small, 3100, US/TN
, HUDSON, 39.544, -117.751, Small, 5050, US/NV
, HUDSON RIVER LANDING, 34.26, -83.287, Small, 2000, US/GA
, HUENEFELD, 32.504, -91.982, Small, 1530, US/LA
, HUERFANO AG, 38.1, -104.426, Small, 2500, US/CO
, HUETAMO, 18.527, -100.851, Small, 5365, MX
, HUEY, 38.744, -75.535, Small, 2600, US/DE
, HUF, 41.768, -75.723, Small, 2185, US/PA
, HUFF, 39.046, -94.949, Small, 1500, US/KS
, HUFF MEMORIAL, 42.961, -71.653, Small, 940, US/NH
, HUFFAKER FIELD, 29.609, -90.802, Small, 1500, US/LA
, HUFFMAN FARM, 41.5, -84.25, Small, 1800, US/OH
, HUGGINS MEMORIAL, 34.138, -79.921, Small, 3090, US/SC
, HUGH VAN VOORST, 41.112, -88.14, Small, 3450, US/IL
, HUGHES, 41.901, -77.23, Ultralight, 500, US/PA
, HUGHES, 42.621, -89.767, Small, 1600, US/WI
, HUGHES, 66.039, -154.265, Small, 3380, US/AK
, HUGHES RANCH, 29.043, -100.585, Small, 4608, US/TX
, HUGOTON MUNI, 37.163, -101.371, Small, 5000, US/KS
, HULETT LANDING STRIP, 43.33, -73.243, Small, 1125, US/VT
, HULETT MUNICIPAL, 44.663, -104.568, Small, 5500, US/WY
, HULL, 38.402, -87.599, Small, 2917, US/IN
, HULL, 41.257, -83.206, Small, 2400, US/OH
, HULL, 41.485, -85.593, Small, 2800, US/IN
, HUMACAO, 18.138, -65.801, Small, 2450, US/PR
, HUMAITA, -7.532, -63.072, Small, 4987, BR
, HUMANN PRIVATE AIRSTRIP, 46.493, -100.179, Small, 2300, US/ND
, HUMBERT, 47.858, -117.78, Small, 2800, US/WA
, HUMBOLDT MUNI, 35.802, -88.875, Large, 4003, US/TN
, HUMBOLDT MUNI, 42.736, -94.245, Small, 3417, US/IA
, HUMM, 41.6, -88.87, Small, 2580, US/IL
, HUMMEL, 39.593, -84.344, Small, 1600, US/OH
, HUMMEL FIELD, 37.602, -76.447, Small, 2270, US/VA
, HUMPHREYS CO, 36.117, -87.738, Large, 4000, US/TN
, HUMPHRIES ROTORDROME, 39.057, -84.204, Small, 2150, US/OH
, HUNGRY RIDGE RANCH, 45.782, -115.938, Small, 2248, US/ID
, HUNT, 27.888, -97.354, Small, 2650, US/TX
, HUNT, 37.699, -77.095, Small, 2200, US/VA
, HUNT FARMS, 37.343, -120.404, Small, 2300, US/CA
