# code,name,lat,lon,class,alt,country code 
SSWM, Fazenda Santa Maria Airport, -23.5, -51.3, Small, , BR
SSWN, Fazenda Figueira Branca Airport, -16.228, -57.592, Small, , BR
SSWO, Fazenda Santa Marta Airport, -22.966, -54.076, Small, , BR
SSWP, Fazenda Araguaia Airport, -8.743, -50.208, Small, , BR
SSWQ, Santa Anast\xc3\xa1cia II Airport, -12.527, -55.625, Small, , BR
SSWR, Fazenda Campana Airport, -21.888, -54.295, Small, , BR
SSWS, Ca\xc3\xa7apava do Sul Airport, -30.549, -53.459, Small, 3900, BR
SSWT, Cambar\xc3\xa1 Airport, -29.0, -50.076, Small, , BR
SSWV, Fazenda Barra Grande Airport, -23.591, -50.041, Small, , BR
SSWW, Fazenda Bel\xc3\xa9m Airport, -18.674, -55.895, Small, , BR
SSWX, Fazenda Retiro Campanha Airport, -19.028, -56.291, Small, , BR
SSWZ, Fazenda Dona Nen\xc3\xa9m Airport, -18.509, -46.274, Small, , BR
SSXA, Fazenda Congonhas Airport, -23.039, -50.934, Small, , BR
SSXC, Fazenda Alaska I Airport, -17.05, -56.083, Small, , BR
SSXD, Sarandi Airport, -27.981, -52.864, Small, 3900, BR
SSXH, Fazenda Jacamin Airport, -13.698, -56.291, Small, , BR
SSXI, Fazenda Macisa Airport, -11.179, -56.791, Small, , BR
SSXK, Fazenda Alvorada do Marape Airport, -12.872, -56.742, Small, , BR
SSXL, Laguna Airport, -20.435, -56.336, Small, , BR
SSXM, Fazenda Guaciara Airport, -22.787, -53.883, Small, , BR
SSXN, A\xc3\xa9reo Amaz\xc3\xb4nia Airport, -8.298, -55.115, Small, , BR
SSXO, Pousada das \xc3\x81guias Airport, -23.289, -52.129, Small, , BR
SSXP, Fazenda Vit\xc3\xb3ria Airport, -3.62, -48.756, Small, , BR
SSXQ, Fazenda Jota III Airport, -19.329, -51.974, Small, , BR
SSXR, Galletti II Airport, -2.951, -51.146, Small, , BR
SSXU, Fazenda Fartura Airport, -3.158, -48.54, Small, , BR
SSXV, Fazenda Santa Rita Airport, -22.95, -54.112, Small, , BR
SSXW, Aero Porto Dal Lago Airport, -18.808, -52.6, Small, , BR
SSXX, Xanxer\xc3\xaa Airport, -26.876, -52.373, Small, , BR
SSXY, Barrad\xc3\xa3o Airport, -9.62, -60.667, Small, , BR
SSXZ, Fazenda Santa Rosa Airport, -19.747, -50.129, Small, , BR
SSYA, Arapoti Airport, -24.104, -49.789, Small, 4500, BR
SSYB, Fazenda Santa Elza Airport, -18.683, -53.283, Small, 4000, BR
SSYC, Fazenda Mimoso Airport, -19.049, -52.964, Small, , BR
SSYD, Fazenda Andorinha I Airport, -7.548, -49.208, Small, , BR
SSYE, Fazenda Roberta Airport, -15.321, -58.502, Small, , BR
SSYF, Fazenda do Caf\xc3\xa9 Airport, -18.872, -48.721, Small, , BR
SSYL, Fazenda Tuju Puitan Airport, -23.341, -54.569, Small, , BR
SSYM, Tuiuiu Airport, -20.087, -56.616, Small, , BR
SSYN, Arrozeira Airport, -20.081, -56.668, Small, , BR
SSYO, Cachoeira Rica Airport, -15.262, -55.615, Small, , BR
SSYQ, Agropecu\xc3\xa1ria Monte Alverne Airport, -28.379, -52.879, Small, , BR
SSYR, Fazenda Santa Maria Airport, -20.348, -52.323, Small, , BR
SSYS, Fazenda Imba\xc3\xbaba Airport, -19.909, -52.536, Small, , BR
SSYT, Itapiranga Airport, -27.142, -53.686, Small, , BR
SSYU, Fazenda Tr\xc3\xaas Pontes Airport, -19.827, -52.587, Small, , BR
SSYV, Fazenda Progresso Airport, -19.726, -52.851, Small, , BR
SSYW, Fazenda Terra Forte Airport, -18.268, -54.783, Small, , BR
SSYY, Fazenda Fund\xc3\xa3ozinho Airport, -18.951, -53.149, Small, , BR
SSYZ, Fazenda Procomp II Airport, -22.851, -55.396, Small, , BR
SSZA, Fazenda S\xc3\xa3o Sebasti\xc3\xa3o da Formosa Airport, -17.722, -56.753, Small, , BR
SSZB, Fazenda Bela Vista Airport, -18.207, -56.809, Small, , BR
SSZC, Fazenda Lambari Airport, -18.02, -55.001, Small, , BR
SSZF, Fazenda Santa Gertrudes Airport, -18.478, -56.022, Small, , BR
SSZG, Fazenda S\xc3\xa3o Jo\xc3\xa3o Airport, -19.257, -52.896, Small, , BR
SSZH, Fazenda Procomp I Airport, -23.646, -54.715, Small, , BR
SSZJ, Fazenda Torr\xc3\xa3o de Ouro Airport, -18.181, -54.502, Small, , BR
SSZK, S\xc3\xa3o Carlos Airport, -22.215, -57.306, Small, , BR
SSZL, Fazenda C\xc3\xb3rrego Azul Airport, -21.454, -52.169, Small, , BR
SSZM, Reserva Acurizal Airport, -17.831, -57.552, Small, , BR
SSZN, Prudent\xc3\xb3polis Airport, -25.182, -50.924, Small, , BR
SSZP, Fazenda Santa Adriana Airport, -22.696, -54.216, Small, , BR
SSZQ, Fazenda Panorama Airport, -22.039, -56.269, Small, , BR
SSZR, Santa Rosa Airport, -27.907, -54.52, Small, 3900, BR
SSZS, Centen\xc3\xa1rio do Sul Airport, -22.831, -51.604, Small, 3900, BR
SSZT, Fazenda S\xc3\xa3o Jo\xc3\xa3o Airport, -22.794, -49.341, Small, , BR
SSZU, Fazenda Tr\xc3\xaas Marias Airport, -19.495, -53.041, Small, , BR
SSZV, Fazenda Bordol\xc3\xa2ndia Airport, -12.062, -51.533, Small, , BR
SSZW, Ponta Grossa Airport, -25.185, -50.144, Small, , BR
SSZX, Fazenda Lapa do Lobo Airport, -19.527, -50.97, Small, , BR
SSZY, Carneirinho Agroindustrial Airport, -19.81, -50.781, Small, , BR
SSZZ, Fazenda Thau\xc3\xa1 Airport, -17.713, -54.409, Small, , BR
SUAA, ANGEL S ADAMI, -34.789, -56.265, Medium, 4101, UY
SUAG, Artigas International Airport, -30.401, -56.508, Small, 4100, UY
SUBU, Bella Union Airport, -30.333, -57.083, Small, , UY
SUCA, Laguna de Los Patos International Airport, -34.456, -57.771, Small, 4400, UY
SUCM, Carmelo International Airport, -33.966, -58.325, Small, 3400, UY
SUDU, SANTA BERNARDINA INTL, -33.359, -56.499, Medium, 7477, UY
SULS, CAPITAN CORBETA C A CURBELO INTL, -34.855, -55.094, Medium, 6998, UY
SUME, Ricardo de Tomasi International Airport, -33.25, -58.067, Small, 4000, UY
SUMO, Cerro Largo International Airport, -32.338, -54.217, Small, 4900, UY
SUMU, CARRASCO INTL, -34.838, -56.031, Large, 10009, UY
SUPE, El Jaguel / Punta del Este Airport, -34.917, -54.917, Small, 4900, UY
SUPU, Tydeo Larre Borges Airport, -32.363, -58.062, Small, 4000, UY
SURB, Rio Branco Airport, -32.583, -53.454, Small, , UY
SURV, Presidente General Don Oscar D. Gestido International Airport, -30.975, -55.476, Small, 6000, UY
SUSO, NUEVA HESPERIDES INTL, -31.438, -57.985, Medium, 5210, UY
SUTB, Tacuarembo Airport, -31.749, -55.926, Small, 3900, UY
SUTR, Treinta y Tres Airport, -33.2, -54.35, Small, 3300, UY
SUVO, Vichadero Airport, -31.767, -54.617, Small, 3300, UY
SVAC, OSWALDO GUEVARA MUJICA, 9.553, -69.238, Medium, 5990, VE
SVAF, Medano Alto Airport, 6.933, -68.017, Small, , VE
SVAH, Cachimbo Airport, 10.033, -69.167, Small, , VE
SVAI, Arichuna Airport, 7.867, -67.033, Small, , VE
SVAJ, MATA DE JUAJUA, 8.819, -65.887, Small, 4420, VE
SVAL, Algodonal Airport, 8.35, -69.517, Small, , VE
SVAM, Mata de Ca\xc3\xb1a Airport, 7.317, -69.2, Small, , VE
SVAN, ANACO, 9.43, -64.471, Medium, 4134, VE
SVAO, Altagracia de Orituco Airport, 9.863, -66.293, Small, , VE
SVAP, Apurito Airport, 7.919, -68.483, Small, , VE
SVAQ, Mata Oscura Airport, 9.25, -68.483, Small, , VE
SVAR, Ad\xc3\xadcora Airport, 11.937, -69.81, Small, , VE
SVAS, ARMANDO SCHWARCK, 6.577, -66.817, Small, 4592, VE
SVAT, SAN FERNANDO DE ATABAPO, 4.052, -67.701, Small, 4943, VE
SVAU, Agua Clara Airport, 6.75, -68.333, Small, , VE
SVAV, El Alcaravan Airport, 9.273, -63.418, Small, , VE
SVAW, Merecure Airport, 7.483, -67.85, Small, , VE
SVAX, LOS ANDES, 10.0, -72.583, Small, 3345, VE
SVAY, Araya Airport, 10.583, -64.247, Small, , VE
SVAZ, Mata Palos Airport, 8.433, -68.55, Small, , VE
SVBA, Boca Anaro Airport, 7.833, -70.267, Small, , VE
SVBC, GENERAL JOSE ANTONIO ANZOATEGUI INTL, 10.107, -64.689, Medium, 9840, VE
SVBD, Los Camorucos Airport, 7.617, -69.05, Small, , VE
SVBE, Bernal Airport, 9.667, -72.583, Small, , VE
SVBF, Hato Ura\xc3\xb1on Airport, 6.967, -67.217, Small, , VE
SVBG, La Batalla Airport, 9.2, -68.167, Small, , VE
SVBH, Los Belseres Airport, 10.942, -68.267, Small, , VE
SVBI, BARINAS, 8.62, -70.221, Medium, 6560, VE
SVBJ, Hato Viejo Airport, 7.322, -69.67, Small, , VE
SVBK, BOCONO, 9.266, -70.23, Small, 4199, VE
SVBL, EL LIBERTADOR AB, 10.183, -67.557, Medium, 10400, VE
SVBM, BARQUISIMETO INTL, 10.043, -69.359, Medium, 9350, VE
SVBN, Bocon Airport, 6.6, -62.733, Small, , VE
SVBP, Jobito Airport, 7.6, -67.2, Small, , VE
SVBQ, BACHAQUERO, 10.002, -71.084, Small, 4715, VE
SVBR, Carbonero Airport, 10.417, -68.667, Small, , VE
SVBS, MARISCAL SUCRE, 10.25, -67.649, Medium, 6846, VE
SVBT, Boquemonte Airport, 9.2, -69.75, Small, , VE
SVBU, Central Venezuela Airport, 9.167, -71.1, Small, , VE
SVBV, Banco Verde Airport, 8.733, -69.533, Small, , VE
SVBW, Hato El Burro Airport, 7.132, -63.457, Small, , VE
SVBX, La Caba\xc3\xb1a Airport, 9.767, -72.7, Small, , VE
SVCB, CIUDAD BOLIVAR, 8.122, -63.537, Medium, 5262, VE
SVCD, CAICARA DEL ORINOCO, 7.626, -66.165, Medium, 4920, VE
SVCE, APRUNA, 9.35, -65.281, Small, 3350, VE
SVCG, EL CUBO, 8.756, -72.537, Small, 3450, VE
SVCH, Achaguas Airport, 7.74, -68.24, Small, , VE
SVCI, Punta de Oro Airport, 9.502, -70.952, Small, , VE
SVCJ, SAN CARLOS, 9.648, -68.575, Small, 6575, VE
SVCK, Ca\xc3\xb1o Lucas Airport, 9.417, -68.883, Small, , VE
SVCL, CALABOZO, 8.925, -67.417, Medium, 4790, VE
SVCM, Ca\xc3\xb1ita Mendera Airport, 9.683, -68.417, Small, , VE
SVCN, CANAIMA, 6.232, -62.854, Medium, 7070, VE
SVCO, CARORA, 10.176, -70.065, Medium, 4860, VE
SVCP, GENERAL JOSE FRANCISCO BERMUDEZ, 10.66, -63.262, Medium, 6611, VE
SVCQ, Cazorla Airport, 8.061, -66.97, Small, , VE
SVCR, JOSE LEONARDO CHIRINOS, 11.415, -69.682, Medium, 6761, VE
SVCS, OSCAR MACHADO ZULOAGA, 10.287, -66.816, Medium, 6562, VE
SVCT, Caujarito Airport, 6.883, -68.383, Small, , VE
SVCU, ANTONIO JOSE DE SUCRE, 10.45, -64.13, Medium, 10171, VE
SVCV, Cunaviche Airport, 7.4, -67.433, Small, , VE
SVCW, Chinaz\xc3\xb3n Airport, 9.327, -70.933, Small, , VE
SVCX, Guachara Airport, 7.3, -68.367, Small, , VE
SVCY, Cuartel Yaruro Airport, 6.933, -68.633, Small, , VE
SVCZ, CAPITAN MANUEL RIOS GUARICO AIRBASE, 9.372, -66.923, Small, 9842, VE
SVDA, La Tortuga Punta Delgada Airport, 10.937, -65.223, Small, , VE
SVDB, Do\xc3\xb1a Bella Airport, 9.333, -68.433, Small, , VE
SVDC, Cocuiza Airport, 8.59, -66.255, Small, , VE
SVDF, Punto Fijo Airport, 6.867, -68.783, Small, , VE
SVDG, Punta Gorda Airport, 9.65, -63.722, Small, , VE
SVDM, Dos Mosquises Airport, 11.797, -66.893, Small, , VE
SVDP, La Divina Pastora Airport, 4.73, -60.965, Small, 4900, VE
SVDR, Cordere\xc3\xb1o Airport, 7.933, -69.9, Small, , VE
SVDS, Codsa Airport, 4.792, -61.12, Small, , VE
SVDV, Hato Veladero Airport, 9.45, -63.175, Small, , VE
SVDW, CIUDAD PIAR, 7.493, -63.27, Small, 5212, VE
SVDX, Hato Puga Airport, 8.467, -62.483, Small, , VE
SVDZ, Puerto Paez, 6.233, -67.434, Small, , VE
SVEB, EL GUAYABO, 8.676, -72.335, Small, 3281, VE
SVED, EL DORADO, 6.715, -61.639, Medium, 4000, VE
SVEE, El Esterero Airport, 7.908, -68.697, Small, , VE
SVEF, Empujeca Airport, 10.595, -68.495, Small, , VE
SVEG, El Guayabo de Cojedes Airport, 9.7, -68.333, Small, , VE
SVEJ, El Jabillal Airport, 9.45, -70.8, Small, , VE
SVEK, El Capit\xc3\xa1n Airport, 10.114, -72.577, Small, , VE
SVEL, El Callao (El Per\xc3\xba) Airport, 7.3, -61.8, Small, , VE
SVEM, El Paraiso Airport, 8.333, -70.375, Small, , VE
SVEN, ENCONTRADOS, 9.038, -72.248, Small, 4118, VE
SVEP, EL PALMAR, 10.198, -67.444, Small, 4137, VE
SVER, El Respiro Airport, 7.217, -68.983, Small, , VE
SVET, EL MANTECO, 7.35, -62.532, Small, 3937, VE
SVEW, El Cenizo Airport, 9.55, -70.683, Small, , VE
SVEX, La Esperanza Airport, 8.7, -69.075, Small, , VE
SVEY, El Centro Airport, 6.28, -69.117, Small, , VE
SVEZ, ELORZA, 7.06, -69.497, Medium, 3937, VE
SVFE, Hacienda Santa F\xc3\xa9 Airport, 9.5, -72.583, Small, , VE
SVFG, El Flagelo Airport, 9.188, -67.017, Small, , VE
SVFK, La Fe de Cojedes Airport, 9.483, -67.817, Small, , VE
SVFL, Fundaci\xc3\xb3n Layera Airport, 7.2, -68.133, Small, , VE
SVFR, El Fr\xc3\xado Airport, 7.823, -68.898, Small, , VE
SVFS, Fagotrans Airport, 9.402, -66.643, Small, , VE
SVFT, El Fuentero Airport, 7.1, -69.583, Small, , VE
SVFU, La Fortuna Airport, 7.583, -71.467, Small, , VE
SVFX, La Fe de Apure Airport, 7.213, -69.497, Small, , VE
SVFY, Finca Yacurito Airport, 9.033, -69.1, Small, , VE
SVGA, Agropecuaria Gamma Airport, 8.75, -70.0, Small, , VE
SVGC, LA GRAN CHINA, 9.777, -72.487, Small, 3937, VE
SVGD, GUASDUALITO, 7.211, -70.756, Medium, 6792, VE
SVGE, Ganader\xc3\xada Pedernales Airport, 9.21, -69.582, Small, , VE
SVGG, Agropecuaria Los Araguaneyes Airport, 9.583, -63.05, Small, , VE
SVGH, La Guacharaca Airport, 9.535, -66.725, Small, , VE
SVGI, GUIRIA, 10.574, -62.313, Medium, 4289, VE
SVGL, Agua Linda Airport, 7.635, -70.85, Small, , VE
SVGP, Guesipo Airport, 9.633, -67.183, Small, , VE
SVGR, El Milagro Carabobo Airport, 10.153, -68.375, Small, , VE
SVGT, Guasipati Airport, 7.475, -61.9, Small, 4900, VE
SVGU, GUANARE, 9.027, -69.755, Medium, 5905, VE
SVGX, Las Guadalupes Airport, 8.755, -63.525, Small, , VE
SVGZ, La Garza Airport, 7.95, -69.117, Small, , VE
SVHA, Hato Altamira de Bol\xc3\xadvar Airport, 7.6, -63.217, Small, , VE
SVHC, Hacienda El Caimito Airport, 10.15, -72.183, Small, , VE
SVHD, HACIENDA EL CALVARIO, 9.897, -72.551, Small, 3084, VE
SVHE, Hato Rancho Alegre Airport, 9.567, -67.567, Small, , VE
SVHG, HIGUEROTE, 10.462, -66.093, Small, 3937, VE
SVHH, CHURUGUARA, 10.808, -69.638, Small, 4265, VE
SVHK, Hato la Guaca Airport, 9.4, -67.783, Small, , VE
SVHL, Hacienda Carutal Airport, 9.717, -66.783, Small, , VE
SVHM, Hato Los Mamones Airport, 9.333, -67.917, Small, , VE
SVHN, Hato La Chaconera Airport, 8.105, -68.719, Small, , VE
SVHO, El Oasis Airport, 8.368, -69.957, Small, , VE
SVHP, Hacienda El Paso Airport, 10.713, -69.208, Small, , VE
SVHR, Hato El Carito Airport, 9.5, -67.95, Small, , VE
SVHS, Hato El Sesenta Airport, 8.25, -65.583, Small, , VE
SVHT, Hato Altamira de Monagas Airport, 9.367, -63.083, Small, , VE
SVHX, Hato La Candelaria Airport, 8.683, -67.717, Small, , VE
SVHY, Hato Las Yeguas Airport, 8.72, -68.472, Small, , VE
SVIC, Icabar\xc3\xba Airport, 4.336, -61.74, Small, 3900, VE
SVIE, ANDRES MIGUEL SALAZAR MARCANO, 10.794, -63.982, Small, 3937, VE
SVIM, Hato El Caim\xc3\xa1n Airport, 9.1, -69.62, Small, , VE
SVJC, JOSEFA CAMEJO, 11.781, -70.151, Medium, 9186, VE
SVJF, Juan Florencio Airport, 7.4, -67.983, Small, , VE
SVJH, Juancho Airport, 8.18, -63.596, Small, , VE
SVJI, Hato La Lejan\xc3\xada Airport, 9.097, -63.119, Small, , VE
SVJJ, Curujujul Airport, 7.443, -67.797, Small, , VE
SVJL, Los Lajeros Airport, 8.017, -67.383, Small, , VE
SVJM, SAN JUAN DE LOS MORROS, 9.907, -67.38, Medium, 4990, VE
SVJO, La Vig\xc3\xada Oeste Airport, 9.667, -67.05, Small, , VE
SVJU, Hato La Laguna del Junco Airport, 9.183, -68.1, Small, , VE
SVKA, Kavanayen Airport, 5.633, -61.783, Small, 3600, VE
SVKB, La Calzada Airport, 7.983, -70.1, Small, , VE
SVKC, El Carrao Airport, 8.54, -68.805, Small, , VE
SVKI, Piscuri Airport, 7.547, -71.788, Small, , VE
SVKL, Las Clavellinas Airport, 9.325, -70.975, Small, , VE
SVKN, Ca\xc3\xb1o Negro Airport, 5.5, -65.618, Small, , VE
SVKV, Corral Viejo Airport, 9.667, -70.967, Small, , VE
SVLA, Las Adjuntas Airport, 9.017, -63.75, Small, , VE
SVLB, La Blanquilla Airport, 11.821, -64.586, Small, , VE
SVLC, El Lucero de Apure Airport, 6.983, -68.067, Small, , VE
SVLD, Las Brisas Airport, 7.203, -69.537, Small, , VE
SVLE, El Lucero del Zulia Airport, 10.45, -71.367, Small, , VE
SVLF, LA FRIA, 8.239, -72.271, Medium, 6643, VE
SVLG, Las Majaguas Airport, 9.65, -68.983, Small, , VE
SVLH, Las Delicias Airport, 7.167, -69.383, Small, , VE
SVLI, La Alcanc\xc3\xada Airport, 7.3, -67.333, Small, , VE
SVLJ, La Vieja Airport, 9.683, -64.183, Small, , VE
SVLK, Hato Macolla Airport, 6.167, -69.167, Small, , VE
SVLL, Callejas Airport, 8.008, -69.627, Small, , VE
SVLM, LAS FLORES, 9.497, -62.901, Small, 4095, VE
SVLN, La Candelaria Airport, 10.727, -68.334, Small, , VE
SVLO, LA ORCHILA, 11.809, -66.179, Small, 9843, VE
SVLP, Las Lagunitas Airport, 6.933, -68.367, Small, , VE
SVLS, Las Corobas Airport, 6.767, -68.35, Small, , VE
SVLT, La Argentina Airport, 7.583, -69.183, Small, , VE
SVLU, El Lechozo Airport, 9.3, -66.678, Small, , VE
SVLW, Los Aguacates Airport, 10.068, -68.022, Small, , VE
SVLX, La Yaguita Airport, 6.967, -69.35, Small, , VE
SVLY, La Yagua Airport, 7.283, -68.533, Small, , VE
SVLZ, Las Cruces Airport, 8.329, -68.752, Small, , VE
SVMA, La Mona Airport, 10.143, -68.198, Small, , VE
SVMB, El Embrujo Airport, 8.672, -66.505, Small, , VE
SVMC, LA CHINITA INTL, 10.558, -71.728, Medium, 9843, VE
SVMD, ALBERTO CARNEVALLI, 8.582, -71.161, Medium, 5348, VE
SVME, Mapire Airport, 7.739, -64.719, Small, , VE
SVMF, Mata Charo Airport, 8.533, -69.95, Small, , VE
SVMG, DEL CARIBE INTL GEN SANTIAGO MARINO, 10.913, -63.968, Medium, 10499, VE
SVMH, Macanillal Airport, 7.317, -68.0, Small, , VE
SVMJ, Hacienda Las Lomas Airport, 10.598, -68.535, Small, , VE
SVMK, El Milagro Cojedes Airport, 9.23, -67.97, Small, , VE
SVML, El Milagro Sureste Airport, 7.267, -67.283, Small, , VE
SVMM, Mam\xc3\xb3n Airport, 11.267, -70.25, Small, , VE
SVMN, Mene Grande Airport, 9.803, -70.892, Small, , VE
SVMO, El Milagro Oeste Airport, 7.683, -68.183, Small, , VE
SVMP, METROPOLITANO, 10.133, -66.788, Medium, 4659, VE
SVMQ, Fundo la Marquese\xc3\xb1a Airport, 8.842, -70.033, Small, , VE
SVMS, Guasimal Airport, 7.717, -67.983, Small, , VE
SVMT, MATURIN, 9.749, -63.153, Medium, 6890, VE
SVMV, Maroa Airport, 2.693, -67.519, Small, , VE
SVMW, Los Malabares Airport, 7.617, -72.45, Small, , VE
SVMX, Mata Airport, 9.2, -64.05, Small, , VE
SVMY, Manapiare Airport, 5.308, -66.05, Small, , VE
SVMZ, MANTECAL, 7.558, -69.141, Small, 3905, VE
SVNA, Macana Airport, 9.923, -72.08, Small, , VE
SVNB, Maripa Airport, 7.4, -65.183, Small, , VE
SVNE, Las Mercedes Airport, 7.767, -70.267, Small, , VE
SVNF, Morichitos Airport, 7.383, -68.833, Small, , VE
SVNG, El Mango Airport, 10.283, -72.467, Small, , VE
SVNJ, Morichito II Airport, 8.967, -66.083, Small, , VE
SVNK, Hato Mikitole Airport, 8.418, -63.568, Small, , VE
SVNP, Marisol Airport, 9.133, -69.055, Small, , VE
SVNR, El Morichal Airport, 6.983, -68.633, Small, , VE
SVNT, Mata de Turagua Airport, 7.7, -69.3, Small, , VE
SVNV, Las Nieves Airport, 6.583, -66.2, Small, , VE
SVNX, MORICHAL, 8.828, -63.095, Small, 4921, VE
SVOA, San Lorenzo De Barinas Airport, 8.285, -69.917, Small, , VE
SVOB, San Lorenzo De Falc\xc3\xb3n Airport, 11.05, -68.483, Small, , VE
SVOC, San Luis Capanaparo Airport, 6.967, -68.333, Small, , VE
SVOD, Santa Ana Airport, 7.983, -67.65, Small, , VE
SVOE, SABANETA, 8.744, -69.914, Small, 3675, VE
SVOF, SANTA BARBARA DE MONAGAS, 9.702, -63.625, Small, 3609, VE
SVOG, Santa B\xc3\xa1rbara del Amazonas Airport, 3.942, -67.078, Small, , VE
SVOH, San Silvestre Airport, 8.35, -70.05, Small, , VE
SVOI, Los Indios Airport, 7.3, -68.067, Small, , VE
SVOJ, Ojo de Agua Airport, 8.067, -70.183, Small, , VE
SVOK, ORITUPANO, 9.061, -63.445, Small, 3490, VE
SVOL, San Roque Airport, 9.317, -64.633, Small, , VE
SVON, ORO NEGRO, 10.33, -71.323, Small, 6160, VE
SVOO, Hato El Rosero Airport, 7.65, -69.417, Small, , VE
SVOP, Los Oripopos Airport, 7.6, -68.433, Small, , VE
SVOQ, Santa M\xc3\xb3nica Airport, 8.667, -67.667, Small, , VE
SVOR, San Ram\xc3\xb3n Airport, 8.092, -66.422, Small, , VE
SVOS, Los Cocos Airport, 7.467, -68.667, Small, , VE
SVOT, San Pablo De Barinas Airport, 7.767, -70.633, Small, , VE
SVOW, Coco de Mono Airport, 7.2, -68.517, Small, , VE
SVOZ, San Pablo Pae\xc3\xb1o Airport, 7.783, -68.5, Small, , VE
SVPA, CASIQUE ARAMARE, 5.62, -67.606, Medium, 8272, VE
SVPC, GENERAL BARTOLOME SALOM INTL, 10.48, -68.073, Medium, 6970, VE
SVPD, Hato La Ponderosa Airport, 7.1, -67.9, Small, , VE
SVPE, PEDERNALES, 9.979, -62.231, Small, 4005, VE
SVPG, El Progreso Airport, 7.133, -68.583, Small, , VE
SVPH, Perai Tepuy Airport, 4.567, -61.483, Small, , VE
SVPI, El Pauj\xc3\xad Airport, 4.467, -61.593, Small, , VE
SVPJ, Pesurca Airport, 6.283, -69.317, Small, , VE
SVPK, Las Palmeras Airport, 7.633, -69.367, Small, , VE
SVPL, El Pueblito Airport, 7.817, -62.717, Small, , VE
SVPM, PARAMILLO, 7.801, -72.203, Medium, 3571, VE
SVPN, Espino Airport, 8.564, -66.018, Small, , VE
SVPO, Hato El Porvenir Airport, 7.55, -68.25, Small, , VE
SVPP, LUEPA, 5.791, -61.44, Small, 6080, VE
SVPQ, EL PARDILLERO, 8.598, -69.76, Small, 3585, VE
SVPR, GENERAL MANUEL CARLOS PIAR, 8.289, -62.76, Medium, 6726, VE
SVPS, Hacienda La Pastora Airport, 9.89, -70.122, Small, , VE
SVPT, PALMARITO, 7.576, -70.174, Medium, 3775, VE
SVPU, La Paragua Airport, 6.85, -63.317, Small, , VE
SVPV, Pedraza La Vieja Airport, 7.917, -71.033, Small, , VE
SVPW, Pelayo Airport, 9.0, -63.667, Small, , VE
SVPX, El Pi\xc3\xb1al Airport, 7.367, -68.683, Small, , VE
SVPY, Palma Sola Airport, 10.49, -68.175, Small, , VE
SVPZ, La Paz Airport, 7.488, -68.993, Small, , VE
SVQA, Santa Rosal\xc3\xada Airport, 7.467, -65.567, Small, , VE
SVQB, Santa Elena de R\xc3\xado Claro Airport, 7.05, -67.767, Small, , VE
SVQC, Santa Mar\xc3\xada La Tigra Airport, 6.5, -67.133, Small, , VE
SVQD, Santa Juana Airport, 8.958, -65.138, Small, , VE
SVQI, Tucupido Airport, 9.35, -65.8, Small, , VE
SVQJ, La Trinidad De Apure Airport, 7.233, -69.1, Small, , VE
SVQK, Tierra Negra Airport, 9.678, -66.163, Small, , VE
SVQN, Torunos Airport, 8.317, -70.05, Small, , VE
SVQO, Tocuyito Airport, 10.082, -68.119, Small, , VE
SVQP, Miquelon Airport, 9.05, -71.368, Small, , VE
SVQQ, Los Conucos Airport, 9.85, -65.317, Small, , VE
SVQR, Santa Rita Airport, 7.517, -68.683, Small, , VE
SVQS, Santa Rita Airport, 7.667, -66.8, Small, , VE
SVQT, Los Quitasoles Airport, 7.633, -69.925, Small, , VE
SVQU, SANTA ROSA DE GUANARE, 8.749, -69.722, Small, 3720, VE
SVQW, Tamatal Airport, 8.833, -66.367, Small, , VE
SVQX, Tamayare Airport, 10.567, -70.133, Small, , VE
SVQY, Tapaquire Airport, 7.91, -64.058, Small, , VE
SVQZ, Santa Rosa de Barinas Airport, 8.433, -69.733, Small, , VE
SVRA, RIO DE AGUA, 10.574, -62.985, Small, 3281, VE
SVRB, PUERTO CUMAREBO, 11.512, -69.315, Small, 3910, VE
SVRC, El Roc\xc3\xado Airport, 10.783, -68.55, Small, , VE
SVRE, Aracay Abajo Airport, 8.393, -65.867, Small, , VE
SVRF, La Reforma Airport, 9.12, -66.423, Small, , VE
SVRG, Rancho Grande de Apure Airport, 7.35, -69.35, Small, , VE
SVRH, Rancho Grande de T\xc3\xa1chira Airport, 7.617, -71.983, Small, , VE
SVRI, Riecito Airport, 6.784, -68.865, Small, , VE
SVRK, Los Arrecifes Airport, 9.167, -67.75, Small, , VE
SVRL, San Pancracio Airport, 8.517, -69.642, Small, , VE
SVRM, Hato La Romere\xc3\xb1a Airport, 9.5, -67.667, Small, , VE
SVRN, El Terr\xc3\xb3n Airport, 9.383, -63.267, Small, , VE
SVRO, El Rosario Airport, 10.437, -63.917, Small, , VE
SVRQ, Rosetta Airport, 5.433, -66.134, Small, , VE
SVRR, Carrao Airport, 5.967, -62.25, Small, , VE
SVRS, Gran Roque Airport, 11.95, -66.67, Small, , VE
SVRT, Corocito Airport, 7.05, -68.567, Small, , VE
SVRU, Roblecito Airport, 9.2, -66.311, Small, , VE
SVRW, Rosario Airport, 9.2, -72.383, Small, , VE
SVRX, HACIENDA RIO YAZA, 9.843, -72.547, Small, 3835, VE
SVRY, El Merey Airport, 8.167, -62.833, Small, , VE
SVRZ, El Corozo Airport, 8.467, -66.033, Small, , VE
